titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques
نيمرو على شارع 30م فسكتير 1 بلوكات أمام طب القلب ,Terrain,Vente,3500000,700.0,,,,Tevragh Zeina,Nouakchott,نيمرو على شارع 30م فسكتير 1 بلوكات أمام طب القلب مبيوع ب 35 مليون ,voursa.com,2025-05-15,Taille rue: 0.00 | Proche de: طب القلب 
نيمرو أفكرن من سكتير 2 بلوكات شارع 60م,Terrain,Vente,7000000,690.0,,,,Tevragh Zeina,Nouakchott,الشارع 60م المساحة 690م٢ فالركن صاد إعلى جيهة البحر كايل 70 مليون للتواصل 32190319,voursa.com,2025-12-24,Titre foncier | Taille rue: 60.00 | Proche de: الجامعه العصرية 
380ك# من سكتير 5 بين البنيان للبيع ,Terrain,Vente,2900000,380.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نص من سكتير 5 بين البنيان فاتح منها 11 ف 35 مساحة 380م# مبيوع ب 29مليون سعرو للاخير. للإستفسار اكثر اتصلوا. على الرقم التالي 49546950,voursa.com,2025-05-12,Taille rue: N/A | Proche de: سكتير 5
نمروللبيـــــــــــــــــــــع أفي سوكجيم عين الطلح ,Terrain,Vente,650000,144.0,,,,Teyarett,Nouakchott,"السلام عليكم عندن ذاك نمروللبيـــــــــــــــــــــع اف سوكجيم عين الطلح فاتح على شارع 10 مبيوعه ب 6مليون ونصف حد مهتم يتواصل معاي
إلا تصال.          27273277
واتساب.               27273277
حد عندو العقار اللبيع يتواصل معاي",voursa.com,2025-12-04,Taille rue: N/A | Proche de: نمروللبيـــــــــــــــــــــع أفي سوكجيم عين الطلح 
نيمرو فيه بتيك من كتاب الضبط بين واحد امع كدروه البيع ,Terrain,Vente,3200000,600.0,,,,Tevragh Zeina,Nouakchott,السلام علبكم هذ نيمرو فبه بتيك من سكتير 1 كتاب الضبط مساحة 600م# بين امع كدروه  مبيوع ب 32مليون للإستفسار اكثر اتصلوا. على الرقم التالي 49546950,voursa.com,2025-11-11,Taille rue: N/A | Proche de: كتاب الضبط سكتير 2
نيمروين من بوش 10 ,Terrain,Vente,3200000,600.0,,,,Tevragh Zeina,Nouakchott,901 و 902 من بوش 10 كل واحد منهم ب  32 مليون,voursa.com,2025-10-09,Taille rue: N/A | Proche de: البوادي 
سمع للبيع في تفرغ زينه قرب كرفور بانبلاه,Appartement/Maison,Vente,7500000,400.0,8.0,5.0,,Tevragh Zeina,Nouakchott,هاذي السمع زينه حته وفاتح اعل  البرك قرب سوق اطفالونا,voursa.com,2025-10-22,Titre foncier | 3 balcon(s) | Taille rue: 20.00 | Proche de: البياه | Meublé | Caméra de sécurité | Garage
سمعه للإيجار في ابريميير أكريب من بقالة آدرار ألا ب 180 أفانص 3 أشهر,Appartement/Maison,Location,18000,250.0,8.0,3.0,,Teyarett,Nouakchott,"سمعه للإيجار في ابريميير أكريب من بقالة آدرار ألا ب 180 أفانص 3 أشهر
 فيه من التحت صالون وبيت التركه وبيت أجماعه وبيت أوخر وكوزين ودوش 
 وفيه من الفوك صالون أكبير وبيتين أركاد وتهويه أكبيره
:للإتصال أو الواتساب
36417043",voursa.com,2025-08-25,type de location: Location au mois | 1 balcon(s) | Taille rue: N/A | Proche de: بقالة آدرار 
 بيت للإيجار في اغنودرت,Appartement/Maison,Location,2500,150.0,1.0,0.0,,Tevragh Zeina,Nouakchott,ايجار البيت في قنودرت التفرق زين 25000 رقم اتصال37849084,voursa.com,2025-07-17,type de location: Location au mois | Taille rue: 10.00 | Proche de: ايجار | Meublé
نيمرو فسكتير 1 بلوكات ,Terrain,Vente,3600000,600.0,,,,Tevragh Zeina,Nouakchott,"312  من سكتير 1 بلوكات على شارع ثلاثين مبيوع اليوم ذا ب 36 مليون ،
Src:univ
",voursa.com,2025-11-15,Taille rue: N/A | Proche de: بلوكات
أبرتماه للإيجار في الصكوك أجديد مافات أندخل  واكريب من كدروه الصكوك,Appartement/Maison,Location,13000,150.0,2.0,1.0,,Teyarett,Nouakchott,"أبرتماه للإيجار في الصكوك أجديد مافات أندخل ألا ب 130 ألف أفانص 3 اشهر واكريب من كدروه الصكوك 
فيه صالون وبيت أركاد وهول وفراند وكوزين ودوش 
:للإتصال أو الواتساب
36417043",voursa.com,2025-12-24,type de location: Location au mois | type de propriété: Appartement | Taille rue: N/A | Proche de: كدروه الصكوك 
نيمرو اعلي كدروه اتيو للبيع ,Terrain,Vente,400000,170.0,,,,Toujounine,Nouakchott,السلام عليكم هذ نيمرو اعلي كدروه اتيو مساحة 170م# مبيوع ب اربع ملاين للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-04-22,Taille rue: N/A | Proche de: كدروه اتيو 
نصف نيمرو من بلوكات سكتير 2,Terrain,Vente,2100000,300.0,,,,Tevragh Zeina,Nouakchott,نصف نيمرو من بلوكات سكتير 2 النواب  ب 21,voursa.com,2025-03-26,Taille rue: N/A | Proche de: بلوكات سكتير 2
نص فسكتير 5,Terrain,Vente,3300000,300.0,,,,Tevragh Zeina,Nouakchott,*300 م² عكس الگرن مبيوع ب 33*,voursa.com,2025-07-14,Taille rue: N/A | Proche de: سكتير 5
سوق كرفور  BMD ,Appartement/Maison,Vente,1030000000,1000.0,40.0,4.0,,Tevragh Zeina,Nouakchott,"واتساب 26678975 للاتصال 36147216

طرالي موقع عند كرفور BMD
المساحة  1000 زيادة
الدخل 9 مليون 
السعر مليار و300 مليون.  
",voursa.com,2025-04-15,1 balcon(s) | Taille rue: 30.00 | Proche de: كرفور بمد
سمعة للإجار ب200الف  نظيفة في سيتابلاح موقع ممتاز لسكن المريح ,Appartement/Maison,Location,20000,400.0,7.0,1.0,,Tevragh Zeina,Nouakchott,سمعة للإجار ب200الف  نظيفة في سيتابلاح موقع ممتاز لسكن المريح للمزيد 27828131,voursa.com,2026-01-22,type de location: Location au mois | type de propriété: Duplex | 20 balcon(s) | Taille rue: N/A | Proche de: سيتابلاج | Garage
نيمرو من بوش 9,Terrain,Vente,3250000,500.0,,,,Sebkha,Nouakchott,ب 32500 من بوش 9,voursa.com,2025-12-07,Taille rue: N/A | Proche de: بوش 9
نيمرو أفكرن إحذ لمام لاند بينو نيمرو واحد مع كدروه ,Terrain,Vente,6700000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو أفكرن إحذ لمام لاند بينو نيمرو واحد مع كدروه با 67 مليون ,voursa.com,2025-05-26,Taille rue: N/A | Proche de: لمام لاند 
قطعة ارضيه للبيع ,Terrain,Vente,5000000,811.0,,,,Tevragh Zeina,Nouakchott,"قطعة أرضية 811 م2 في حي H.Suite مقابل مخزن ATTM على طريق انواذيبو
Hunday بعد شركة
Titre Foncier -سند عقاري
فاتح في مساحة عمومية",voursa.com,2026-01-28,Titre foncier | Taille rue: N/A | Proche de: مقابل hunday بعد شركة ATTM مخزن  | titre foncier
نيمرو من اوهات,Terrain,Vente,800000,300.0,,,,Tevragh Zeina,Nouakchott,*108 من O³ تيارت 300 م² ب 8 مليون*,voursa.com,2025-08-20,Taille rue: N/A | Proche de: O3
نيمرو فسكتير 5,Terrain,Vente,5300000,400.0,,,,Tevragh Zeina,Nouakchott,"سكتير5 : 400م² فالگرن على شارع 20م² شاگ سكتيرات 3 وموديل L ( رابط بين الشارة وأتاك الخير 2)
و شارع 15م٢ جاي من گدروه 40 مباشرة  قريبة من گدروه  ب53مليون
الواتساب : 33887733",voursa.com,2025-04-17,Taille rue: N/A | Proche de: سكتير 5
نيمروين فالصحراوي,Terrain,Vente,14500000,1200.0,,,,Tevragh Zeina,Nouakchott,*نمروين للبيـــــــــــــــــــــع في  صحراوي  واحد منهم فاتح اعل كدروه  قرب دار بدر ب 145 مليون*,voursa.com,2025-08-28,Taille rue: N/A | Proche de: الصحراوي
نيمرو فسكتير 5 للبيع ,Terrain,Vente,6000000,875.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو مساحة 875م# من سكتير 5 مبيوع ب 60مليون فات اجبر 57 اليوم للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-05-17,Taille rue: N/A | Proche de: سكتير 5
سمعه احذى مسيد النور ,Appartement/Maison,Vente,1900000,180.0,7.0,5.0,,Arafat,Nouakchott,"السلام عليكم 
عندن ذيك سمعه فعرفات احذى مسيد النور فاتح اعل شارع اكبير و فكرن ابينه امع كدروه نيمروين 
المساحه 180م٢ 
فيه من تحت 
صالوه و بيتن و جلسه و بوتيك و كراج و كوزين و دوشات 
فيه من الفوك 
بيتن اركاد و صالوه و جلستين و كوزين و دوشات 
الثمن 19 مليون 
الواتساب 30434834
",voursa.com,2025-12-03,1 balcon(s) | Taille rue: 25.00 | Proche de: سمعه | Garage
نيمرو للبيــــــــــــــــــــــع فلمطار القديم ,Terrain,Vente,1650000,200.0,,,,Dar Naim,Nouakchott,"فرصة  نص نيمرو للبيــــــــــــــــــــــع 
فلمطار القديم بلوك9
المساحه200m سعر 16مليون ونص واتساب36368684 ",voursa.com,2025-12-30,Titre foncier | Taille rue: 12.00 | Proche de: نص نيمرو للبيع فلمطار القديم بلوك9
للبيع   دوبلكس,Appartement/Maison,Vente,6000000,250.0,6.0,5.0,,Tevragh Zeina,Nouakchott,"للبــــــــــــــــــــــــــــــــــــــــــــــــــــــع دوبلكس طراز أول ف f Nor قريب من كرفور s n d مساحتو 250م يتكون الطابق الأرضي تحويشه كراج يرف وتين وبيت العامل وحمام وصالوه وجلسه وبيت أخر والمرافق 
الطابق الأول 3بيوت ركاد وبيت جماعه وجلسه ومرافق للمزيد من المعلومات تواصل معنا 
",voursa.com,2025-09-17,2 balcon(s) | Taille rue: 15.00 | Proche de: كرفور s n d | Garage
نيمروين من سكتير 5 كلهم أفكرن ماهم واعرين ,Terrain,Vente,10000000,700.0,,,,Tevragh Zeina,Nouakchott,نيمروين من سكتير 5 كلهم أفكرن ماهم واعرين كلهم 700م٢ بسعر 100 مليون للواحد ,voursa.com,2025-06-21,Taille rue: 0.00 | Proche de: سكتير 5
نيمرو من سكتير 2 بلوكات,Terrain,Vente,3400000,600.0,,,,Tevragh Zeina,Nouakchott,*من بلوكات سكتير 2 ب 34 مليون*,voursa.com,2025-08-26,Taille rue: N/A | Proche de: بلوكات
دار فتنسويلم,Appartement/Maison,Vente,1500000,120.0,2.0,2.0,,Dar Naim,Nouakchott,دار فتنسويلم من كد عيادة النجاح,voursa.com,2025-09-26,Titre foncier | 1 balcon(s) | Taille rue: 6.00 | Proche de: عيادة النجاح | Garage
سمعة في المشروع غرب گدروه كورونا,Appartement/Maison,Vente,3400000,216.0,8.0,2.0,,Teyarett,Nouakchott,منزل جيد فاتح اعل شارع اكبير,voursa.com,2025-04-20,1 balcon(s) | Taille rue: 25.00 | Proche de: گدروه كورونا 
ابرتماه اصغير لم يسكن من قبل قرب شجرة الانبياء,Appartement/Maison,Location,10000,200.0,1.0,1.0,,Tevragh Zeina,Nouakchott,صالون مفتوح بيت اركاد حمامين مطبخ مشترك المدخل لم يسكن من قبل,voursa.com,2025-08-27,Titre foncier | type de location: Location au mois | 1 balcon(s) | Taille rue: 20.00 | Proche de: شجرة الأنبياء  | Caméra de sécurité
Terrain a vendre derrière le ministère des affaires étrangères ,Terrain,Vente,3800000,350.0,,,,Tevragh Zeina,Nouakchott,Terrain de 350 m² a vendre derrière le ministère des affaires étrangères ,voursa.com,2025-11-01,Taille rue: N/A | Proche de: وزارة الخارجية 
منزل جديدة للبيــــــــــــــــــــــع المطار القديم ,Appartement/Maison,Vente,3200000,180.0,3.0,2.0,,Dar Naim,Nouakchott,"السلام عليكم 
دار مظبوطة جديدة للبيــــــــــــــــــــــع 
فى المطار القديم بلوك 24
فيه ثلاث بيوت جلسة كوزين ودوشات اكراج تهوية منقوشة مكروية المساحة180م٢ 
السعر 32 مليون",voursa.com,2025-11-24,Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: بلوك 24 | Garage
150م² من سكتير2 نظيفة حذا الجامعة العصرية,Terrain,Vente,1050000,150.0,,,,Tevragh Zeina,Nouakchott,"ماه بعيد من كدروه نظيف جدا تبارك الله 
 ",voursa.com,2025-06-14,Taille rue: N/A | Proche de: الجامعة 
دبلكس فشرم الشيخ,Appartement/Maison,Vente,6500000,150.0,5.0,3.0,,Tevragh Zeina,Nouakchott,دبلكس بريمير شوا فشرم الشيخ,voursa.com,2025-05-03,1 balcon(s) | Taille rue: 15.00 | Proche de: شرم الشيخ | Garage
240م# فكرن من مدال m لاول للبيع ,Terrain,Vente,1850000,240.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ 240م# فكرن من مدال m لاول ابلاصتها زينه مبيوع ب 18مليون واخمس مائة اوراق تيتر افوصي للإستفسار اكثر اتصلوا علي الرقم التالي 49546950,voursa.com,2025-05-04,Taille rue: N/A | Proche de: مدال m لاول
شقتان جديدتان للإيجار F3,Appartement/Maison,Location,22000,216.0,2.0,3.0,,Tevragh Zeina,Nouakchott,"🏡 شقتان F3 جديدتان للإيجار !

تقعان على طريق نواذيبو قرب Big Market، استمتعوا براحة عصرية في الطابق الأول:
🛋️ صالون، 🍴 مطبخ مجهز، 🛏️ غرفتان، 🚿 حمّامان.

💰 الإيجار: 220,000 أوقية قديمة (شامل الماء والكهرباء)

📞 للحجز الآن: 37454864 !",voursa.com,2025-11-13,type de location: Location au mois | 1 balcon(s) | Taille rue: N/A | Proche de: حمام نيل ،بيك مركيت 
نيمرو من كتاب الضبط سكتير 1 للبيع ,Terrain,Vente,2500000,600.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو من كتاب الضبط سكتير 1 مساحة l 600م# مبيوع ب 25مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-06-21,Taille rue: N/A | Proche de: كتاب الضبط 
اربعة ابرتماهات مستقليين فا تنسويلم,Appartement/Maison,Vente,2500000,270.0,12.0,8.0,,Dar Naim,Nouakchott, اربعة ابرتماهات مستقلين عندهم تيتر فونسي و مكريين دخلهم 200.000 mro شهرية و مساحتهم 270 m² ,voursa.com,2026-01-07,Titre foncier | type de propriété: Appartement | 2 balcon(s) | Taille rue: N/A | Proche de: ماهم ابعيد من ثانوية تنسويلم
نيمروين متعاطين الظهوره ف اغنودرت للبيع ,Terrain,Vente,2500000,600.0,,,,Tevragh Zeina,Nouakchott,السلام علبكم هذ نيمروين متعاطين الظهوره من اغنودرت مساحتهم للاجمالية 600م# مبيوعين ب 25مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-11-18,Taille rue: N/A | Proche de: اغنودرت 
دار تنباع ,Appartement/Maison,Vente,1250000,1.0,0.0,0.0,,Toujounine,Nouakchott,"دار تنباع بين كارفور آدرار و الشيارة مكرويه و منقوشه 
شارعها 12 
السعر 12 مليون و 500
واتساب 48889930 للاتصال 34232357",voursa.com,2026-02-06,Titre foncier | type de propriété: Autre | Taille rue: 12.00 | Proche de: كارفور آدرار 
دار فتيارت فاتح فبرك,Appartement/Maison,Vente,900000,216.0,1.0,1.0,,Teyarett,Nouakchott,"سعر 9ملايين مدخله 50الف حد شاري ول عندو طلب تلفنل اعل واتساب فقط
26678975",voursa.com,2026-01-20,Titre foncier | type de propriété: Autre | 1 balcon(s) | Taille rue: 15.00 | Proche de: بقاله الرحمه
250م# فمدال k للبيع ,Terrain,Vente,2300000,250.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ 250م# فمدال K مبيوع ب 23مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-07-25,Taille rue: N/A | Proche de: مدال k
قطعة أرض من الأساتذة فكرن ,Terrain,Vente,4300000,600.0,,,,Tevragh Zeina,Nouakchott,فرصة العيد نيمرو رقم 69 من الأساتذة فكرن مبيوع ب 43 مليون فقط ,voursa.com,2025-03-27,Taille rue: N/A | Proche de: الأساتذة 
3 نيمرو من اغنودرت للبيع ,Terrain,Vente,1100000,300.0,,,,Tevragh Zeina,Nouakchott,"رقم 140 من اغنودرت لمساحة 300م السعر 11مليون
رقم 751 من اغنودرت لمساحة 300م السعر 11مليون
رقم 2251 فكرن اعل شارع اكبير لمساحة 244م السعر 17 مليون
حد مهتم وللا عندو اي عقار للبيع 22576577",voursa.com,2025-08-19,Taille rue: N/A | Proche de: اغنودرت
نيمرو فكرن من سكتير 6 للبيع ,Terrain,Vente,6500000,600.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو من سكتير 6 مساحة 600م# فكرن مبيوع ب 65مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950 ,voursa.com,2026-02-04,Taille rue: 20.00 | Proche de: سكتير 6 
نيمرو من سكتير 4,Terrain,Vente,11000000,600.0,,,,Tevragh Zeina,Nouakchott,*من سكتير 4 اعل كدروه السنوار ب 110*,voursa.com,2025-07-17,Taille rue: N/A | Proche de: گدروه السنوار
فرصة اليوم فرصة الاسبوع فرصة العيد,Terrain,Vente,3300000,400.0,,,,Tevragh Zeina,Nouakchott,"400م للبيع فسكتير 6 تفرغ زينة فرصة اليوم حد شاري 
الأوراق تامين",voursa.com,2025-09-03,Taille rue: N/A | Proche de: سانتر متير
نيمرو حذا بقالة الشباب ,Terrain,Vente,1200000,216.0,,,,Tevragh Zeina,Nouakchott,"143 نيمرو ف k5 
المساحة : 216م٢
محوط وترابو بيظه بينو نيمروين عن گدروه
الشارع : 8
السعر : 12 مليون
الواتساب : 33887733",voursa.com,2025-04-03,Taille rue: N/A | Proche de: بقالة الشباب
نيمرو من سكتير 5 أكريب من كدروه ,Terrain,Vente,5500000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو من سكتير 5 أكريب من كدروه كمال خلف السورية للمقاولات المساحة 600م٢ كايل 55 مليون  ,voursa.com,2025-10-26,Taille rue: N/A | Proche de: السورية للمقاولات والديكور 
نصف نيمروا من سكتر 2بلوكات,Terrain,Vente,2100000,300.0,,,,Tevragh Zeina,Nouakchott,"نصف نيمروا من سكتر 2بلوكات (النواب) اللبيع

تفرق زين NCE2",voursa.com,2025-03-26,Taille rue: N/A | Proche de: قريب من الجامعة الجديدة 
 الاجار منزل ارضي مافات ادخل  في الفوز البوادي  ,Appartement/Maison,Location,22000,22000.0,3.0,22223.0,,Tevragh Zeina,Nouakchott,مزال اجديد مافات ادخل مواصفات الطراز الأول  وm لاسرة  صغيرة إلا متوسطة  ال ,voursa.com,2025-06-25,Titre foncier | 1111 balcon(s) | type de location: Location au mois | Taille rue: 20.00 | Proche de: احذ محمد لمين  | Garage
دار ف دار السلامه,Appartement/Maison,Vente,700000,150.0,3.0,2.0,,Dar Naim,Nouakchott,دار ف دار السلامه  فاتحه فالبرك و منقوشه و مكرويه فاركين بيها مبديتين و فيها صلوه و بيت ركاد و بيت جماعه و كوزين و دوش بيبليك فيها هول و بوتيك و تهويه الكدام مكريه ب 35 ألف و البوتيك مكري ب 15 ألف ,voursa.com,2025-04-23,1 balcon(s) | Taille rue: 25.00 | Proche de: دار السلامه
سمعه للبيع دار البركة ,Appartement/Maison,Vente,1900000,150.0,6.0,2.0,,Teyarett,Nouakchott,"السلام عليكم 
سمعه للبيـــــــــــــــــــــع دار البركة 
فاتح على شارع كبيره 
فيها من تحت ثلاث بيوت وجلسة كوزين ودوشات 
الفوق ثلاث بيوت جلسة كوزين ودوشات منقوشة مكروية 
تهوية مستغله 
المساحة150م٢ 
السعر 19 مليون ",voursa.com,2025-05-18,Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: شارع البسطامي 
 نيمرو للبيع,Terrain,Vente,5500000,216.0,,,,Toujounine,Nouakchott,"سلام عليكم 
عندن ذاك نيمرو للبيع في الحي الإداري 
المساحة 216م٢ 
فاتح اعل كدروه 
مبيوع ب 5 مليون و 500 قابل للنقاش 
حد مهتم يتواصل امعانا واتساب 27273277حد حد عندو العقار اللبيع يتواصل ",voursa.com,2025-05-14,Taille rue: N/A | Proche de: توجنين
دار فاتح اعل برك سكوجيم ,Appartement/Maison,Vente,2700000,150.0,7.0,1.0,,Teyarett,Nouakchott,"حد شاري تلفنل 26678975.36147216
 سعر 27مليون ",voursa.com,2025-10-10,Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: برك سكوجيم 
375م من سكتير 6 فكرن للبيع,Terrain,Vente,3600000,375.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ 375م# فكرن من سكتير 6 مبيوع ب 36مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2026-02-05,Taille rue: 20.00 | Proche de: سكتير 6
150م² من سكتير 2 النواب ماه بعيد من كدروه,Terrain,Vente,1050000,150.0,,,,Tevragh Zeina,Nouakchott,"شارع كبير وماه بعيد كدروه وموقع زين تبارك الله 
ملاحظة للراغبين في شراء او بيع نيمرو او دار ماعليكم سوى التواصل معنا والله المستعان ",voursa.com,2025-05-23,Taille rue: N/A | Proche de: اللسان العربي
نيمرو من سكتير 6,Terrain,Vente,5600000,600.0,,,,Tevragh Zeina,Nouakchott,*من سكتير 6 ب 56 مليون*,voursa.com,2025-08-22,Taille rue: N/A | Proche de: سكتير 6
نيمرو من سكتير 2 بلوكات ينباع انصوصه ,Terrain,Vente,2100000,600.0,,,,Tevragh Zeina,Nouakchott, 86 من سكتير 2 نصف الشمالي فاتح عل بارك مبيوع ب 23 مليون والنص الجنوبي مبيوع ب 21 مليون,voursa.com,2025-09-11,Taille rue: N/A | Proche de: الجامعه العصرية 
دوبلكس للبيع ف شرم الشيخ,Appartement/Maison,Vente,7500000,200.0,5.0,5.0,,Teyarett,Nouakchott,دوبلكس مساحتو200 فكرن شارع واحد كايس كدرونه شارة  وشارع لوخر واحد من كدرونه البوادي وكرييب من كدرونه فيه من تحت جلستين وصلونه وبيت ودوش  وكراج وبيت عامل وكزين وفيه من الفوك بيتين اركاد وبيت وجلسة وبلكونه ودوش ,voursa.com,2025-10-17,Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: كدرون البوادي | Garage
ذاك ب30فرصه اعل كدروه وفكرن أفي المطار القديم بلوك 64,Terrain,Vente,3000000,445.0,,,,Dar Naim,Nouakchott,ذاك ب30فرصه اعل كدروه وفكرن أفي المطار القديم بلوك 64حد مهتم يتواصل معاي 27273277,voursa.com,2026-01-10,Taille rue: N/A | Proche de: نمرو اللبيع أفي المطار القديم بلوك 64
نيمرو من افنور للبيع,Terrain,Vente,6000000,700.0,,,,Tevragh Zeina,Nouakchott,"السلام عليكم هذ نيمرو من افنور مساحة 700,م# مبيوع ب 60مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950",voursa.com,2025-09-05,Taille rue: N/A | Proche de: افنور 
نيمرو ف اغنودرت للبيع ,Terrain,Vente,800000,300.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو ف اغنودرت مساحة 300م# فرصة مبيوع ب 8ملاين سعرو للاخير للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-07-18,Taille rue: N/A | Proche de: اغنودرت 
نيمروين للبيع  فصحراوي,Terrain,Location,170,1380.0,,,,Tevragh Zeina,Nouakchott,"فرصة نيمروين للبيع  فصحراوي نجاح واحد1
واحد مساحة770m² واحد مساحة620m²
مبيع ب170 مليون واتساب36368684 
كل واحد فكرن",voursa.com,2025-04-08,Taille rue: N/A | Proche de: نيمروات للبيع
ديبلكس نظيف ف صانتر متير للبيع,Appartement/Maison,Vente,5000000,300.0,5.0,3.0,,Tevragh Zeina,Nouakchott,"#فرصة_
#ديبلكس للبيع  في منطقة تفرغ زين سانتر متير ( موديل K ) بالقرب من وزارة الخارجية فكرن سعر 50 مليون قابل لنقاش 

يتكون من طابقين : الطابق الأرضى يتكون من صالون  + صالة + مرآب + مطبخ + حمام عمومي + غرفة عامل مع حمام
 
الطابق العلوي : يتكون من غرفة نوم مع حمام عمومي  + غرفتين + بلكوه
الشارع : 15 م
للاتصال : 36897338
الواتساب : 36897338",voursa.com,2025-07-01,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: وزارة الخارجية  | Garage
نيمرو من ابلوك 42 اعلي كدروه  المطار القديم للبيع ,Terrain,Vente,8500000,600.0,,,,Dar Naim,Nouakchott,السلام عليكم هذ نيمرو  اعلي كدروه من ابلوك 42 المطار القديم مساحة 600م# مبيوع ب 85مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2026-02-04,Taille rue: 30.00 | Proche de: ابللوك 42
700م للبيع قرب الحماية المدنية سيت,Terrain,Vente,4200000,600.0,,,,Tevragh Zeina,Nouakchott,النيمرو للبيع قرب الحماية المدنية وقرب وزير الداخلية ,voursa.com,2025-12-29,Taille rue: 20.00 | Proche de: الحماية المدنية
دبلكس فالمطار القديم,Appartement/Maison,Vente,5000000,200.0,7.0,4.0,,Dar Naim,Nouakchott,"دبلكس فالمطار القديم فبلوك 9
المساحة : 200م٢
الشارع : 12
الأوراق : تيتر فونصي 
السعر 50 مليون",voursa.com,2025-08-22,Titre foncier | 1 balcon(s) | Taille rue: 12.00 | Proche de: مدينة المرح | Garage
تيمرو فكرن  من سكتير 5 بين اثنين امع كدروه الشاره للبيع ,Terrain,Vente,12000000,750.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو مساحة. 750م#  فكرن من سكتير 5 بين اثنين امع كدروه الشاره مبيوع ب مائة وعشرين مليون قديمة للإستفسار اكثر اتصلوا على الرقم التالي 49546950 ,voursa.com,2025-11-26,Taille rue: N/A | Proche de: سكتير 5
دار احذ مدرسة اليابان ,Appartement/Maison,Vente,1200000,180.0,5.0,2.0,,Toujounine,Nouakchott,دار اعل كدروه ال جاي من شور الحاكم توجنين ,voursa.com,2026-02-03,Titre foncier | type de propriété: Appartement | 1 balcon(s) | Taille rue: 30.00 | Proche de: ربينة اليابان  | Garage
نيمرو من سكتير 4 إعلى كدروه فرصة ,Terrain,Vente,7500000,600.0,,,,Tevragh Zeina,Nouakchott,المساحة 600م٢ الثمن 75 مليون فاتح إعلى كدروه ,voursa.com,2026-02-23,Titre foncier | Taille rue: 20.00 | Proche de: محطة ster
نمرو للبيـــــع في حي العسكري التيسير ,Terrain,Vente,550000,216.0,,,,Teyarett,Nouakchott,"نمرو للبيـــــع في الحي العسكري التيسير 
المساحة  216 م² فكرن
السعر  : 5 مليون  و500 الف
واتساب 22608090 فقط للجدين ",voursa.com,2025-10-13,Taille rue: N/A | Proche de: طريق اكجوجت 
نص من سكتير 5,Terrain,Vente,3850000,375.0,,,,Tevragh Zeina,Nouakchott,*1434 من سكتير 5 افنور نصو عكس الكرن  ب 38.5 مليون*,voursa.com,2025-07-09,Taille rue: N/A | Proche de: نص سكتير 5
دار فالفلوجة ,Appartement/Maison,Vente,1800000,180.0,3.0,2.0,,Arafat,Nouakchott,دار للبيع فالفلوجة احذ دبو المهدي منقوشة و مكروية,voursa.com,2025-10-01,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: دبو المهدي  | Garage
200 من سكتير 4 فگرن ,Terrain,Vente,2650000,200.0,,,,Tevragh Zeina,Nouakchott,*1499 من سكتير 4 مبيوع منو 200 م² فكرن ب 26.5 مليون*,voursa.com,2025-07-05,Taille rue: N/A | Proche de: سكتير 4
نيمرو للبيع فالمطار القديم بلوك49,Terrain,Vente,2200000,400.0,,,,Dar Naim,Nouakchott,"فرصة نيمرو للبيــــــــــــــــــــــع فلمطار القديم بلوك 49فاتح اعل شارع 12وفكرن برك سعر22مليون
واتساب36368684 ",voursa.com,2025-12-11,Titre foncier | Taille rue: 12.00 | Proche de: نيمرو للبيع في المطار القديم ابلوك 49
